delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
93753,38611,5784,2919,4798,6874,6298,1927,269650,-20350,7736,9404,-1217,38519,2137,3184,-58670,-19288,-3491,1458,5938,40766,4505,9156,-92429,-36703,-4331,1840,-3005,-2925,-4683,-454,-85230,-22148,31834,4762,-3115,17793,8142,5404,-80038,-35292,12249,1616,4290,7540,3576,17416,easy
25417,7893,7364,7756,7059,11740,4470,3588,4731,1074,-5262,-6141,-5518,-3818,-3139,-2197,-24387,1424,-6274,9809,-6026,52026,-290,2187,-18598,-384,2081,-6492,-664,22760,2294,-1575,-5293,1003,-4876,-5818,-4568,427,-3172,-2986,17874,57652,6098,-6546,-1598,22187,5830,3632,difficult
445868,79158,13370,4801,10179,13954,11560,8108,-418276,-70987,302,562,-3760,50521,3740,4323,1204834,8124,-10354,7119,-1436,3642,-4645,-1562,1204834,8124,-10354,7119,-1436,3642,-4645,-1562,-424301,-59881,-5583,5386,-7814,38529,-2336,-1103,-440575,-74375,-12260,-2365,-8165,-10574,-9115,-6728,easy
1319637,176868,42296,12193,30219,36156,15678,10284,-1315663,-166939,-40259,-3791,-22061,-10565,-8619,-4484,-1313088,-169511,-39395,-10852,-24559,48135,-7198,980,-1301887,-153906,-37337,675,-23618,6337,-5984,-2985,-1249511,-162319,-34386,3070,-28533,-32115,-13758,-6890,-1282054,-157324,-41344,-2739,-23244,-20010,-6626,-3556,difficult
113165,28232,11791,7790,3152,16002,6631,3900,-43394,-17319,-10464,-6596,-1474,-11563,-5065,-955,-54770,-8616,-5591,12628,6908,2836,370,745,-107228,-13104,1446,1345,-40,-2978,-1873,4476,-107727,-5318,-3034,8393,3140,2989,554,2096,-85219,48313,13685,2771,7433,5128,3731,9933,easy
372919,141867,25200,9443,13338,9815,3119,4016,-209678,-113794,-22739,287,-10382,573,-2262,-3491,-367472,-129841,-4552,24832,-6297,23444,441,-1041,-359576,-132197,-18839,18016,-11978,7500,1139,-1367,-352576,-137891,-23132,-7264,-11196,-5483,-289,-3107,-189277,-116572,-21306,29338,-2389,15068,1814,182,difficult
415532,47100,20444,7812,11577,20175,5563,3194,306922,-29409,4557,-3988,-6806,-15312,-2088,-1050,872092,-20465,-16167,226,-4652,-11733,-2273,2430,-379716,-25828,13702,-4291,-2532,18742,2294,4384,-414133,-6836,-11442,4162,-9419,-7669,-1689,5737,-391377,-15724,-9612,-4729,-8873,-12259,-2480,-181,easy
174740,68539,18538,6347,3097,3664,1886,1497,605709,15249,-3489,4450,507,3469,88,161,54528,-36150,-13015,-3170,3614,5919,2020,-541,-156664,-37070,-4244,23751,25493,31973,13630,10406,-165551,-53510,-15040,3240,11002,23921,10300,3654,-131025,-29710,-17936,975,1571,8031,847,-479,difficult
480796,188878,113899,86046,90723,43026,35564,36891,349703,-95768,-108148,-48737,-75286,14616,-18719,-18777,-369525,-157435,-112756,-83487,-89075,-39971,-34940,-36238,-467850,-184435,-111595,-82084,-88812,-38532,-30959,-34181,-476263,-182896,-86476,-70631,-83693,-3945,-24752,-23425,-477145,-172569,-100014,-67896,-80379,-21106,-19424,-29738,easy
123759,74609,4492,18306,6884,22393,7935,6621,-98133,-66815,425,-11173,-3318,-18391,-6754,-5836,-63873,-67991,-3029,10630,-3611,4255,-811,-477,-109160,-65712,28605,-7133,-2093,9652,3888,-2769,-10346,-59835,-1909,-15891,-4335,-18865,-6285,-5456,-110434,-64888,7893,21772,6318,5417,-5231,-1276,difficult
244949,74278,19004,20396,16920,20909,4971,7008,-219137,-67979,-18153,-5576,-9937,29081,7090,-554,-242849,-67925,-9649,-18873,827,20685,-976,3924,-235052,-69302,-14007,-12859,-13318,-4772,5371,-2976,42603,-66658,-17763,-17069,-13149,-9304,268,-3808,-227160,-63959,-8282,-13845,-5214,-9711,13214,-2700,easy
46893,15100,2885,24263,4552,8350,5545,2483,-43633,-12246,308,-19218,4482,37510,-2160,1683,-34865,-9633,4656,-21693,-1259,23615,9454,5319,75444,-3420,-352,-19757,-1789,-2318,-3189,-571,-41554,-702,-920,-14169,-789,20051,7157,7239,-42713,-354,7999,-14625,4820,12052,6953,1681,difficult
61159,21168,4392,2658,1965,4310,2062,1405,105094,181520,16666,21764,2915,2237,-121,-364,-30293,10327,15139,5724,6412,41889,742,2657,-51880,-5401,4511,3776,3870,5798,5027,3102,78199,-8888,961,8224,1480,3181,-180,-522,-34875,-7371,14622,15559,12331,9918,8372,1365,easy
934171,184366,105538,20924,25041,17570,14952,12879,272867,34081,-76550,-1789,-14952,60175,-5120,-3763,-886345,-176414,-99627,-10092,-17759,1840,-9478,-9038,-918310,-150843,-101472,-8600,-18408,6847,-10398,-8016,-928720,-172555,-100434,-14794,-21702,2320,-9108,-10566,-589548,-140452,-101606,-14930,-23501,-9876,-13981,-12008,difficult
413517,40721,28349,13088,6723,9332,3102,5099,-332147,-26556,-14681,4400,5980,25374,4411,-3134,-408009,-28251,-372,1811,1720,23137,5118,-2044,-383309,-10167,-19380,-9850,-849,11876,3894,1233,-380388,-22040,-26926,-3056,-45,35569,1376,-1028,-379940,-33794,-21927,395,1849,11544,9278,-421,easy
859886,113557,13497,8071,9326,21882,4665,4321,-796207,-78224,9764,-118,-3753,25644,-859,15964,-851790,-84153,734,4095,-4234,16607,10356,-62,-855406,-102305,-10598,5540,-2327,500,566,-521,-849683,-105828,-7788,6835,4192,12922,9134,857,-836182,-105803,-8700,-4029,-7805,-15026,-2012,-2786,difficult
1144395,94893,60046,20369,21971,19413,5829,2967,-1130396,-88137,-55368,-19093,-13297,32036,5381,-429,-1128889,-82235,-57291,10946,-13764,-6598,74,1849,-1129198,-67552,-56289,-14788,-20114,2714,-2272,81,-1136939,-77020,-57833,-11126,-17302,-6314,33,2837,-1141991,-66062,-49601,-15180,-12107,8445,2972,3382,easy
204485,40595,3214,5810,6071,28372,2755,3240,-199757,-37282,-1809,-4958,-5657,-13596,-636,-11,-202002,-33465,1066,-2956,-2988,67552,11588,4247,-199919,-33358,-1669,-458,651,-10790,10655,7366,-200701,-33017,-990,-4519,110,-9843,7180,7484,-202187,-31019,783,3933,-2263,-3031,14354,2229,difficult
179802,30972,7213,3182,2570,1631,680,725,-169644,-15996,3936,11654,2119,40503,10597,6045,-174901,-20540,7477,21258,6269,11396,9439,7292,-172150,-20922,5133,3192,5947,34081,4927,5142,-55718,23145,-4537,1289,622,3914,935,338,-165803,15469,23353,28094,23337,39734,11648,3986,easy
968830,99278,51447,56325,88926,28506,13436,17148,-896275,-84971,-41084,-35054,-85878,-10399,-11419,-13181,-906598,-77638,-24164,-45835,-84428,-18793,-8713,-11462,-940225,-79011,-50903,-46838,-81989,2831,-9411,-14878,-958071,-86955,-48444,-4109,-85631,-14650,-1124,-12029,-961113,-93286,-43636,-55050,-83448,-26343,-10283,-15476,difficult
30620,22860,8456,8104,5632,17150,5283,5083,-26006,-574,-3848,-3149,3779,37139,5837,3504,179486,30881,-4036,6079,-4327,-6677,-4457,-3649,-24109,-17280,-4849,12749,2852,9841,7238,-3176,-20356,-14750,-4833,-4925,9682,27256,0,327,3786,-8863,-6262,-5890,-1874,-6558,-1245,-3267,easy
247801,74685,12316,4123,4263,9713,2190,4404,-82362,-38149,959,22863,9825,20290,6374,6113,-41031,73586,-5713,32905,7042,21278,5568,8051,-235030,-61335,-1798,4270,2899,6934,1847,-802,-183932,-58339,-11060,-1436,-1818,-3443,-356,-2866,-238419,-62860,-10647,2744,96,43294,6189,-1098,difficult
90080,10664,8675,17089,9560,16085,4535,3631,30838,17517,-4162,-9026,-3285,-11081,790,-749,-68996,1243,-912,-8739,840,15971,-771,13390,-83924,2070,10408,-9432,-2549,13286,20290,8744,14582,-4565,-7563,-14728,-7456,-11832,-897,2125,-76832,5669,-4127,-7914,-748,20146,7754,976,easy
95346,78825,7624,15111,7602,15037,3883,2392,-58212,-56883,-1471,-3917,-4416,21698,1979,1040,-71013,-60822,-151,-7451,-4062,-7783,-935,1226,-81051,-24948,18204,-10285,5512,12114,-815,115,-82757,-67570,3817,791,2287,-2781,652,547,2952,-23093,-3293,-10444,-1404,2660,-3101,-962,difficult
74511,41981,5979,2659,7808,7692,3994,3028,576711,-32435,389,13711,17112,27882,16947,6238,-68529,-33242,36163,14959,-2231,15831,2455,1413,-59375,-26151,-4956,4205,-883,17893,-245,4133,-62926,-38315,-252,13069,3944,23370,1274,1241,-53182,-32372,5707,18892,1574,38586,9799,11146,easy
129614,37017,10132,8832,4114,8732,2911,4960,-97369,27579,-291,-3627,140,36463,2401,463,71352,-29779,-9050,-5244,-2874,-2110,-2057,-3920,-122917,-17241,-7241,7397,-2682,62458,4160,-894,-123014,-27285,1193,-5800,2627,6382,-160,2125,-91632,-8369,-3515,-6448,-2699,-1656,-2202,-3128,difficult
356240,103234,33718,20983,10513,7259,6717,3442,-350900,-99317,-30782,-19932,-7990,-2793,-3997,-2460,-109126,-95510,-29795,-13504,-8018,-4233,-5029,-2265,-337197,-96052,-30108,-971,-758,11961,8009,869,-286287,-47606,-24774,-17855,-3636,-4394,-3823,-2192,-343347,-96206,-27120,-16040,-3904,36203,-3900,2792,easy
131861,53569,8120,13201,7651,9496,10327,7170,-112721,-32033,3542,1046,12240,20539,-3705,2003,-107336,-33607,5225,-9601,-5008,-802,-6773,-5933,-120778,-44801,-6690,-12197,-6721,-2624,-9629,-3569,-126561,-44160,-5858,-7764,-4327,12083,-2316,-1962,-100133,-39538,16177,-11025,-1791,27473,-3688,-3444,difficult
282444,197186,32168,55063,12461,29758,11194,7069,-264421,-192814,-26673,-47714,-11271,-19535,-4974,-3365,-278817,-194275,-30229,-48775,-9207,-15531,-9698,-4806,-279059,-187231,-27623,-51112,-2778,-10853,1783,-1054,-264627,-161997,-19129,-53437,-8342,12557,-3400,-3356,-273603,-185130,-10368,-43631,-6057,2496,-6893,-2532,easy
140900,38022,7164,11779,7207,9356,10762,3601,561989,108896,2669,41436,1360,48892,5586,3591,-136108,-32354,-1015,1780,-1481,40715,3089,9544,-78458,100391,4686,28336,9218,12300,6388,3578,-123367,-20514,8915,585,12001,27068,8033,-40,-130572,-31661,-1138,-5645,5310,18059,7665,5741,difficult
31342,38404,5877,9360,3240,8112,2888,1786,137113,-34527,-4707,-4527,-1123,1209,-1623,-1486,-15441,-30704,-5004,162,5871,7893,2609,3213,51673,-25755,1335,-8293,-2038,-3588,-862,-798,-9299,-14737,5990,1228,-1563,-3490,2148,-299,1885572,76764,3063,17699,15603,38954,10008,4730,easy
574634,238771,34928,26289,30143,26123,8534,6118,152400,-62170,91781,40304,-4668,9582,279,918,-329101,-194235,-30751,-22008,-27415,-14645,-5767,-4447,-285315,-151023,-15571,85890,-24604,19546,-1210,-3067,568983,-228633,-25021,-12581,-16965,-20589,-7042,-5008,-444337,-218166,-32666,-21286,-26658,-18761,-6260,-5702,difficult
50150,17334,2006,18369,5686,27238,2934,3408,-27654,-7299,32367,-1144,261,-15131,9203,1552,-26057,-739,11652,-6176,647,-11373,1019,-222,-42262,7477,6804,9810,6059,-5659,1461,140,18638,19548,2636,-16839,-3127,-24916,-1440,-3030,-38311,-9018,-10,-17164,-2089,-22801,-1031,-1885,easy
184561,24721,3468,34574,9082,18717,9010,6323,4800,17541,1662,-23164,-393,-12419,-1894,-1479,-157482,4123,20842,-32450,3660,31121,8589,7057,-94937,-10188,1316,-31716,-4691,-14103,-3784,-3122,-166468,-22132,1898,-26364,-62,31271,4558,-1205,-156148,-15666,4690,-26900,-2996,-1172,7488,8964,difficult
22279,30174,5261,12543,11920,16864,11883,4967,83900,-25046,-2477,-8444,-10342,-14945,-10131,-3784,-7437,-22736,-1298,-8995,-9581,-10268,-7197,-1472,13529,-15256,-503,9129,-1149,34076,-2663,2100,13529,-15256,-503,9129,-1149,34076,-2663,2100,-17285,-17072,7365,-2700,-6446,6116,-4626,4707,easy
76169,28034,11648,8372,2813,21600,3802,2740,540288,65468,10240,-1033,3287,8918,1988,4839,-54601,-1410,-10533,5230,5901,21580,5864,2697,-66894,5052,-1759,23088,5733,19462,711,3521,-70418,5559,4771,8076,2972,-8321,1604,3702,-72379,-10681,-3002,-196,-495,39461,575,6836,difficult
415537,61081,22698,7518,8808,18441,5696,4226,-406681,-55863,-9998,-89,-1384,14183,216,-1182,-411815,-48068,-20730,2073,-2365,-1898,-420,417,-414927,-53366,-13278,-256,-5854,-2338,1300,-1686,-264507,-45700,-16884,-279,-6846,-16075,-2740,-2484,-409514,-37565,-20213,5676,-3171,17345,-713,14,easy
225789,69695,37444,16277,23766,45476,10330,9590,-220852,-43675,-34411,-1636,-19890,-29187,-3897,-7720,-219340,-62798,-34293,-12102,-8142,-9958,-2997,-7939,-212754,-32214,-16837,-10608,-19043,-25961,-3506,-5271,-213083,-55273,-34780,-12003,-22259,-43283,-8734,-8504,-70241,-67499,-36791,-16037,-23143,-42659,-10124,-9318,difficult
302846,51259,9780,6817,5121,10014,5974,4667,-289314,-32326,-3253,-937,-165,15725,798,-686,-295880,-44735,-6487,-3468,542,49746,6610,-958,-298912,-47083,-8305,2208,-2727,9581,622,248,-294422,-45365,-738,-1493,-1678,12658,44,1061,-46904,-15719,-311,-3030,-2212,-4698,-4694,-4200,easy
338184,46305,6980,37877,9924,11706,5969,5760,-115402,-32594,-5503,-21995,-7337,-2239,-4555,-4299,2152170,-2008,5155,18744,-4666,8104,2551,-2408,226918,806113,151031,-9404,18727,70989,4381,14097,-71753,45201,-5212,-29044,261,-4957,-3187,-4297,518424,7869,-3752,-19187,-3715,-7182,-646,-1834,difficult
650772,94445,13858,11589,9238,15601,5335,2853,-600145,-51506,-3413,-8206,-6642,847,-1394,-1784,-642917,-80486,-8509,8377,-2497,-7353,83,2220,-649044,-83347,-3119,-951,-4130,35514,1601,6480,-637995,-90976,-11671,-1358,-5983,33652,5626,657,-580712,-58501,-13090,-5064,-6379,-10741,-3424,-1881,easy
200576,42137,13392,3832,6142,16469,2036,2022,-23676,-9153,11099,25411,3042,11674,3508,3763,-156264,-21691,598,35455,3097,22177,970,2510,-181762,-33128,-2163,-427,-2121,4521,6512,3458,-148506,-18842,4010,-1858,3178,-2986,3626,844,-37845,7284,-6170,54508,10247,23289,6270,6077,difficult
109315,37397,10868,22126,6514,26138,10661,7047,142957,20376,-9904,-19337,-4591,-20762,-9411,-5887,-47961,-27228,-317,33284,-575,-8333,-1990,-1500,-100476,-4495,13801,-5797,1420,4978,-5968,-2864,-78492,-3396,6902,-13061,-2288,20656,-3316,-1559,658863,106518,5781,-12400,-1153,-17336,-1271,-1171,easy
139233,21369,10093,13725,3841,11637,1912,2310,-132333,683,5383,-1125,1376,18240,5461,704,-128276,-16576,2108,-11703,744,-1128,957,-780,-136070,-13052,-5910,6804,1877,11879,1977,-470,-134182,-19145,12211,-8116,-399,5672,3254,-450,-50926,40472,-9142,-6807,-2281,-8696,1744,19,difficult
99102,40371,20319,26412,13648,27771,8475,6450,-61824,-13091,-17486,-16197,-1341,5160,-5895,-3172,-92934,-29050,-15243,-12319,447,2504,-2615,-2102,-90878,-29561,-779,-19845,561,30092,254,-2316,-97508,-25997,-8652,-22743,-12721,8272,1927,-948,94884,3413,-13152,-22269,-10826,-22518,-5910,-5582,easy
18763,19260,18580,13408,10067,13915,7983,5405,29069,-7026,-12679,-10117,-8177,-10706,-5883,-3877,38181,25315,-7584,-9400,-9263,-5138,-6724,-4047,15741,-6705,-13941,5623,-7,3257,-3079,597,312253,58782,-7608,58053,-4424,3009,-2718,1617,-8583,-15009,-14486,-11363,-8905,-11897,-7064,-4736,difficult
36091,11483,6369,4718,2372,5452,2259,1121,-20879,6576,6674,17222,7176,3057,3855,3794,-20827,-5535,3283,3491,2222,16258,3553,2129,-34193,-5876,11793,10378,2248,26739,11187,1952,63868,17873,-4821,7310,5799,-998,-1263,-404,590046,80375,26756,25481,10974,35631,5105,2437,easy
157052,30043,5869,5294,5550,10645,4435,2104,-150444,-21221,-5536,4811,-912,8617,-1188,251,-140313,-20424,882,12762,-4473,43336,-594,3465,-152666,-24424,-18,294,-2004,24473,-611,1458,-113749,-11447,17911,35083,14866,8563,477,2230,554972,69475,26513,11177,4120,9240,13,324,difficult
88124,38159,8183,13532,6095,13066,5104,3554,-53038,-25840,31322,-4473,5276,2615,-739,-603,-51082,-23297,2599,287,-2660,-3504,-47,-1430,-72267,2568,1538,-10375,1982,-1939,1096,-1510,-63810,-33515,-6865,-12895,-4826,-9250,-3825,-2434,711095,27586,-2042,33645,3304,231,-837,-1971,easy
497808,70913,8657,17163,20645,16357,3891,4358,-488080,-54015,-6558,-15561,-17829,-8010,1965,-313,-487881,-56748,9014,-9672,-12319,-6622,-177,3609,-476294,-61633,-4810,-5822,-18446,32123,1418,2095,-492591,-63029,7276,-3042,-13525,2752,435,185,-467416,-56947,-6130,-13194,-18721,-12305,-2461,-3439,difficult
55858,9456,10112,19416,4606,19368,6390,4275,-26524,-4510,20935,10754,3523,-6018,-4351,141,-32693,7970,-4365,-13517,2639,1382,16180,3582,-48166,21111,-2264,10169,2636,5043,-3132,-90,-50628,4932,5161,-14687,2919,4347,472,-1485,-25081,17642,-6111,29277,8776,-9462,1294,-1117,easy
438455,130592,9445,16255,13665,15580,9225,6593,-433297,-119297,12390,6261,-7983,24051,9548,-1438,-432541,-117816,-222,-9474,-5075,7091,1407,1280,-432829,-109446,19239,-10193,-11025,15136,1108,-563,-425549,-124385,-5339,6822,-9767,17006,-721,-2266,-232564,-102425,-2600,-11808,-842,5231,-1601,7823,difficult
260906,27808,5246,2412,3916,10525,2656,2019,-244369,-15601,2788,15591,-202,5028,154,2249,-246391,-18700,4216,6052,-1222,4632,1356,-520,-252909,-7833,-2130,4377,13119,1780,1627,-271,-177334,-10354,19037,13097,8850,15885,4125,926,-254471,-23741,963,-840,-2881,-2840,752,-1669,easy
285215,117659,31502,11596,14265,12620,10650,3126,-157334,-99438,-27449,-7424,-9736,-11263,-9693,-1720,-252959,-81424,-15378,7617,9541,2697,7794,7968,-218195,-61450,27085,25086,-4830,16914,5796,5854,676435,23559,-19047,13210,-6403,2029,4252,177,421354,532066,62800,60686,11956,38286,29913,4813,difficult
235297,100500,11394,21436,6970,18629,2935,2157,-152739,-30748,-4337,-12759,-1925,-13380,-1086,-1506,217240,1858,29192,16844,13642,4035,1201,2668,-222170,-91604,-5453,5472,9783,-8791,4214,2287,5270,-25814,-5826,-19050,-3157,-6724,-1470,-1666,-183299,-87153,-8357,-16647,-3694,-7241,751,2933,easy
52360,22426,10496,4779,2701,6466,2937,2817,32229,-20309,-10097,-3825,-1163,-5800,-2712,-2335,-8844,4412,-5427,-2352,1069,4772,-2048,-2290,-44639,8479,-8157,5244,3474,35138,4599,1262,-27097,-7536,-3626,7987,5509,22798,1565,935,-4248,9003,-3621,1089,10047,45028,7768,88,difficult
40847,44620,6234,14251,6591,16811,3966,2112,-32462,-28085,2968,-4564,-4371,20252,2854,453,-27429,-31799,5750,-9912,-2316,2598,3392,192,-37580,-25053,-943,3873,-2293,-6529,-1124,228,-23746,-18243,-3442,-12560,1387,-1709,89,1462,1811,-25581,-4913,-10312,-5952,-10148,-3174,-1273,easy
124440,44245,5416,6946,4459,18879,4279,2259,-105552,-33696,3520,-5464,-1461,790,1749,375,733407,18793,19842,9294,5140,-287,2061,332,-114800,-11499,-2851,2614,-1023,41807,2509,631,-65535,-23387,5845,1007,-1374,-3146,2276,3835,365288,-5967,5340,13231,7451,3057,4104,2295,difficult
24772,8791,2355,3251,8920,13360,4149,3236,-15070,154,1875,5455,-5248,-4303,1834,-1770,28695,21387,5696,12222,3190,6327,3748,5972,-13359,21920,22770,4260,-1700,-1667,1129,1369,264987,290947,51695,13397,22623,18339,3209,934,87983,50476,4157,9006,-4362,-7845,-2459,-2545,easy
82728,21821,15345,7262,9581,16117,7075,3566,-64803,-14719,-1169,13628,6812,9515,-4757,3339,-74466,-4977,2706,5492,-2572,6039,935,826,-76204,-6064,-328,4793,-5405,-4990,-2458,1260,28840,12067,-13105,-438,-7065,-10071,-4567,-1218,-78243,11419,-6464,-4176,-4196,20949,-754,1854,difficult
296096,134752,16460,10889,14753,9376,3259,2711,-240782,-106922,-8805,3679,-10778,31715,5500,1465,-290536,-129522,-11485,-6952,-12944,-5644,-1308,-1543,-290024,-107196,-11189,2375,-1712,9351,2519,3189,-258210,-102684,2987,-9623,-14576,-2465,-1838,-1856,-258550,-121514,-883,-795,-3248,1716,4375,3316,easy
169671,96946,23084,12799,7085,9134,5171,3738,-113492,-69923,-19953,-12129,-6516,-2779,-3569,-2247,-164820,-83678,-16158,-3044,2253,23441,902,2703,-162756,-94320,-19547,-11269,-2263,46943,1357,529,-162730,-90287,-17721,-7707,17391,14389,6669,6100,-168722,-90759,-18658,-6572,3921,26733,390,2579,difficult
57362,33180,26788,19613,11663,35727,7639,8165,28259,-29834,-22767,-7250,-7707,-10701,-1962,-4710,-33319,-8348,-4674,-8786,1160,-10988,-2364,-582,-51305,-25235,-19096,-14405,-6206,-16870,-1312,-274,-9305,567,-15334,-10360,-5196,-8069,-819,-1918,821258,2908,-18347,4539,-5223,-5618,-1959,-1294,easy
93125,14619,4144,1615,2016,2719,911,518,-88109,-11388,4585,13564,5175,21045,6856,14438,-87829,-10060,-1469,6821,202,30626,1942,4693,-79589,-6043,4601,3012,1395,31317,2928,2726,-7887,11368,21407,13303,-88,22632,4339,1079,107529,181339,10078,7058,20737,31308,2826,1761,difficult
413062,27719,23526,10030,7736,13124,5678,2701,-391506,-22583,-22903,-8771,-5327,5171,-3081,-1522,-324192,-16716,-22096,-6791,-2261,1814,-4657,-1752,-157062,4757,-20015,-5403,-6319,-7163,-3938,-1467,-387907,44469,-18354,-2046,4081,5092,74,4427,-395190,-4221,-17009,-980,-2471,-6607,-133,-436,easy
57566,16867,4911,3780,5800,17486,2557,2588,648908,274918,40479,28571,4210,1166,3471,2303,148870,-9667,19041,-1016,-4310,-9946,-216,-774,-40107,-11215,-1212,-1479,-4122,-9203,-131,-2176,-46337,-11101,-2404,3341,-471,976,6503,4834,-18941,-10367,5076,14276,968,11458,5874,978,difficult
813415,161100,21011,28685,11983,29406,14087,5346,-575255,-41803,-16854,-24691,-8994,-22072,-10511,-3515,-787980,-148105,4457,-25913,-5634,56101,-10345,234,-806272,-149537,-2700,-23212,1553,-13741,-6116,-305,-781507,-142681,-20095,-24106,-8274,-17643,-12573,-4642,-791766,-110281,-8464,-17793,9061,1790,-1091,890,easy
356879,21067,13772,14920,5942,17906,2590,2329,-345390,-14590,-6608,-8648,-426,7937,26,1539,-343897,-13498,-1893,-5444,3318,15822,3035,-1162,-336869,7138,-470,20498,-2187,-11414,-225,203,-332246,-5895,-10395,-12452,-5266,-13061,-792,-1719,-328830,-14667,-13153,-11482,-4341,-12990,-2008,-1176,difficult
462238,36822,6141,3068,2831,5934,2054,1915,581183,110231,32455,14068,8994,26513,9992,19071,-422664,-12498,2658,18950,8796,10331,3576,5651,-438301,25186,888,22163,10629,15734,12721,4880,-347391,-32860,-5347,-1957,-2372,-3603,-1334,-1509,-387797,-19446,-4286,579,682,-3873,124,2198,easy
481911,48728,15260,9633,10603,11996,4107,2936,-478642,-47156,-14689,-7696,-9186,-8568,-2640,-2483,-469687,-23760,2720,-2176,-5095,20211,2433,2963,-479792,-46455,-13203,-5756,-10242,-4522,-2651,-1572,-435851,17546,-1881,-5026,-1988,4926,-446,452,-445296,45,-2580,-3163,-1233,17269,-9,710,difficult
1032709,109639,14103,26462,30818,32029,26734,12041,-1003981,-81185,-732,-22740,-23023,-13974,6116,1121,-521212,-20168,-7501,-12782,-25712,-20500,-18808,-3885,-1025540,-105100,-12003,-26018,-29052,-19097,-23897,-3243,-1022040,-101803,-10001,-24986,-29417,-31150,-25345,-10743,-878957,-80209,-397,-21535,-25284,-24205,-17584,-7244,easy
335886,210349,17986,19614,27683,21184,20750,7503,1403746,338232,171575,7919,638,25002,38030,35029,706716,-77757,1044,3231,4691,13639,24600,4612,274285,-125952,-7253,18658,-12227,-2112,13029,5669,1278955,-78067,-1163,53065,-3458,-4303,39423,17720,-195782,-171144,-14058,-15451,-26763,-14871,-19263,-4107,difficult
471101,89524,36473,11040,17280,18621,12370,20859,-409185,-68256,-35063,-5219,-13586,-12299,-10670,-18540,1585804,343191,-15677,5788,-10204,4344,-3587,-12725,262878,-35444,-28321,24020,-12721,37733,4885,-4295,-177106,79059,-32627,17368,-13149,-10151,-7273,-17119,1012830,-7930,-26217,3614,-3654,5875,14289,-3653,easy
